ISBN,Unformatted ISBN,Book Title,ISSN,Volume,Supplement,Series Title,Year,Available Online,Shortcut URL,Publication Type,Imprint
978-0-408-71012-1,9780408710121,Recent Advances in Animal Nutrition–1979,,,,Studies in the Agricultural and Food Sciences,1980,2013/11/17,https://www.sciencedirect.com/science/book/9780408710121,Book,Butterworth-Heinemann
978-0-409-08268-5,9780409082685,Elementary Medical Biochemistry,,,,,1977,2013/11/17,https://www.sciencedirect.com/science/book/9780409082685,Book,Butterworth-Heinemann
978-0-408-70728-2,9780408707282,The Chemistry of Nonbenzenoid Aromatic Compounds –II,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408707282,Book,Butterworth-Heinemann
978-0-408-71307-8,9780408713078,Solvent Extraction in Flame Spectroscopic Analysis,,,,Butterworths Monographs in Chemistry,1978,2013/11/17,https://www.sciencedirect.com/science/book/9780408713078,Book,Butterworth-Heinemann
978-0-408-71306-1,9780408713061,Handbook of Anion Determination,,,,,1979,2013/11/17,https://www.sciencedirect.com/science/book/9780408713061,Book,Butterworth-Heinemann
978-0-408-71305-4,9780408713054,The Equatorial Rain Forest,,,,,1979,2013/11/17,https://www.sciencedirect.com/science/book/9780408713054,Book,Butterworth-Heinemann
978-0-408-71057-2,9780408710572,Photoelectron Spectroscopy (Second Edition),,,,,1984,2013/11/17,https://www.sciencedirect.com/science/book/9780408710572,Book,Butterworth-Heinemann
978-0-408-71050-3,9780408710503,Modern Physical Metallurgy (Fourth Edition),,,,,1985,2013/11/17,https://www.sciencedirect.com/science/book/9780408710503,Book,Butterworth-Heinemann
978-0-408-71016-9,9780408710169,Recent Advances in Animal Nutrition–1983,,,,Studies in the Agricultural and Food Sciences,1983,2013/11/17,https://www.sciencedirect.com/science/book/9780408710169,Book,Butterworth-Heinemann
978-0-408-71015-2,9780408710152,Recent Advances in Animal Nutrition,,,,,1982,2013/11/17,https://www.sciencedirect.com/science/book/9780408710152,Book,Butterworth-Heinemann
978-0-409-08271-5,9780409082715,Elementary Medical Biophysics,,,,,1972,2013/11/17,https://www.sciencedirect.com/science/book/9780409082715,Book,Butterworth-Heinemann
978-0-408-70577-6,9780408705776,XXIVth International Congress of Pure and Applied Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705776,Book,Butterworth-Heinemann
978-0-408-70730-5,9780408707305,Analytical Chemistry,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408707305,Book,Butterworth-Heinemann
978-0-408-70633-9,9780408706339,Environmental Pollutants–Selected Analytical Methods,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408706339,Book,Butterworth-Heinemann
978-0-408-70627-8,9780408706278,Metals Reference Book (Fifth Edition),,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780408706278,Book,Butterworth-Heinemann
978-0-408-70582-0,9780408705820,XXIVth International Congress of Pure and Applied Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705820,Book,Butterworth-Heinemann
978-0-408-70581-3,9780408705813,XXIVth International Congress of Pure and Applied Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705813,Book,Butterworth-Heinemann
978-0-408-70580-6,9780408705806,XXIVth International Congress of Pure and Applied Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705806,Book,Butterworth-Heinemann
978-0-408-70636-0,9780408706360,XXIVth International Congress of Pure and Applied Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408706360,Book,Butterworth-Heinemann
978-0-408-70578-3,9780408705783,XXIVth International Congress of Pure and Applied Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705783,Book,Butterworth-Heinemann
978-0-408-70639-1,9780408706391,Macromolecular Microsymposia–XII and XIII,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408706391,Book,Butterworth-Heinemann
978-0-408-70576-9,9780408705769,XXIVth International Congress of Pure and Applied Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705769,Book,Butterworth-Heinemann
978-0-408-70570-7,9780408705707,Equilibrium Constants of Liquid–Liquid Distribution Reactions,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705707,Book,Butterworth-Heinemann
978-0-408-70566-0,9780408705660,Experimental Thermodynamics,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408705660,Book,Butterworth-Heinemann
978-0-408-70562-2,9780408705622,International Symposium on Selective Ion-Sensitive Electrodes,,,,,1973,2013/11/17,https://www.sciencedirect.com/science/book/9780408705622,Book,Butterworth-Heinemann
978-0-408-70558-5,9780408705585,Transport of Nutrients in Plants,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705585,Book,Butterworth-Heinemann
978-0-408-70554-7,9780408705547,Comparative Experiments with Field Crops,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705547,Book,Butterworth-Heinemann
978-0-408-70551-6,9780408705516,Ab Initio Valence Calculations in Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705516,Book,Butterworth-Heinemann
978-0-408-70579-0,9780408705790,XXIVth International Congress of Pure and Applied Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408705790,Book,Butterworth-Heinemann
978-0-408-70700-8,9780408707008,Surtsey,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408707008,Book,Butterworth-Heinemann
978-0-408-70727-5,9780408707275,Plenary Lectures Presented At the Second Symposium on Inorganic Phosphorus Compounds,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408707275,Book,Butterworth-Heinemann
978-0-408-70726-8,9780408707268,Coordination Chemistry–XVI,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408707268,Book,Butterworth-Heinemann
978-0-408-70725-1,9780408707251,Organic Synthesis,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408707251,Book,Butterworth-Heinemann
978-0-408-70719-0,9780408707190,Light and Plant Development,,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780408707190,Book,Butterworth-Heinemann
978-0-408-70713-8,9780408707138,Feed Energy Sources for Livestock,,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780408707138,Book,Butterworth-Heinemann
978-0-408-70710-7,9780408707107,Ion Exchange Equilibrium Constants,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408707107,Book,Butterworth-Heinemann
978-0-408-70635-3,9780408706353,Molecular Spectroscopy–XI,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408706353,Book,Butterworth-Heinemann
978-0-408-70704-6,9780408707046,Nutrition Conference for Feed Manufacturers,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408707046,Book,Butterworth-Heinemann
978-0-409-32525-6,9780409325256,Pig Production in Australia (Second Edition),,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409325256,Book,Butterworth-Heinemann
978-0-408-70692-6,9780408706926,Fourth International Conference on Non-Aqueous Solutions,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408706926,Book,Butterworth-Heinemann
978-0-408-70681-0,9780408706810,Physical Organic Chemistry–2,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408706810,Book,Butterworth-Heinemann
978-0-408-70658-2,9780408706582,Nutrition Conference for Feed Manufacturers,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408706582,Book,Butterworth-Heinemann
978-0-408-70655-1,9780408706551,Plasma Chemistry,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408706551,Book,Butterworth-Heinemann
978-0-408-70654-4,9780408706544,Macromolecular Chemistry–9,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408706544,Book,Butterworth-Heinemann
978-0-408-70652-0,9780408706520,Heat Loss from Animals and Man,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408706520,Book,Butterworth-Heinemann
978-0-408-70646-9,9780408706469,Critical Evaluation of Some Equilibrium Constants Involving Organophosphorus Extractants,,,,,1974,2013/11/17,https://www.sciencedirect.com/science/book/9780408706469,Book,Butterworth-Heinemann
978-0-408-70708-4,9780408707084,Pesticide Chemistry–3,,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780408707084,Book,Butterworth-Heinemann
978-0-409-90089-7,9780409900897,Physicochemical Hydrodynamics,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780409900897,Book,Butterworth-Heinemann
978-0-409-90123-8,9780409901238,Animal Cell Bioreactors,,,,,1991,2013/11/17,https://www.sciencedirect.com/science/book/9780409901238,Book,Butterworth-Heinemann
978-0-409-90119-1,9780409901191,Constitutive Equations for Polymer Melts and Solutions,,,,Butterworths Series in Chemical Engineering,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780409901191,Book,Butterworth-Heinemann
978-0-409-90116-0,9780409901160,Protein Engineering: Approaches to the Manipulation of Protein Folding,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409901160,Book,Butterworth-Heinemann
978-0-409-90106-1,9780409901061,"Geometric, Physical, and Visual Optics",,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780409901061,Book,Butterworth-Heinemann
978-0-409-90101-6,9780409901016,Machinery Noise and Diagnostics,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780409901016,Book,Butterworth-Heinemann
978-0-409-90095-8,9780409900958,Swine Nutrition,,,,,1991,2013/11/17,https://www.sciencedirect.com/science/book/9780409900958,Book,Butterworth-Heinemann
978-0-409-90043-9,9780409900439,Granular Filtration of Aerosols and Hydrosols,,,,Butterworths Series in Chemical Engineering,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780409900439,Book,Butterworth-Heinemann
978-0-409-90092-7,9780409900927,The Use of Locks in Physical Crime Prevention,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780409900927,Book,Butterworth-Heinemann
978-0-409-90175-7,9780409901757,Chemical Process Structures and Information Flows,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409901757,Book,Butterworth-Heinemann
978-0-409-90088-0,9780409900880,Molecular Thermodynamics of Nonideal Fluids,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780409900880,Book,Butterworth-Heinemann
978-0-409-90083-5,9780409900835,Access Control and Personal Identification Systems,,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780409900835,Book,Butterworth-Heinemann
978-0-409-90082-8,9780409900828,Fundamental Process Control,,,,Butterworths Series in Chemical Engineering,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780409900828,Book,Butterworth-Heinemann
978-0-409-90060-6,9780409900606,Clinical Optics,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780409900606,Book,Butterworth-Heinemann
978-0-409-90052-1,9780409900521,Advances in Security Technology,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780409900521,Book,Butterworth-Heinemann
978-0-409-90050-7,9780409900507,Environmental Engineering (Second Edition),,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780409900507,Book,Butterworth-Heinemann
978-0-409-70137-1,9780409701371,Plant Breeding in New Zealand,,,,,1983,2013/11/17,https://www.sciencedirect.com/science/book/9780409701371,Book,Butterworth-Heinemann
978-0-409-90228-0,9780409902280,Reaction Kinetics for Chemical Engineers,,,,Butterworths Series in Chemical Engineering,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780409902280,Book,Butterworth-Heinemann
978-0-407-00088-9,9780407000889,Individual Psychotherapy and the Science of Psychodynamics,,,,,1979,2013/11/17,https://www.sciencedirect.com/science/book/9780407000889,Book,Butterworth-Heinemann
978-0-409-95009-0,9780409950090,Dimensions of Behavior,,,,,1978,2013/11/17,https://www.sciencedirect.com/science/book/9780409950090,Book,Butterworth-Heinemann
978-0-409-95001-4,9780409950014,Foundations of Biochemical Psychiatry,,,,,1976,2013/11/17,https://www.sciencedirect.com/science/book/9780409950014,Book,Butterworth-Heinemann
978-0-409-90509-0,9780409905090,"Markets, Organizations and Information",,,,,1992,2013/11/17,https://www.sciencedirect.com/science/book/9780409905090,Book,Butterworth-Heinemann
978-0-409-90286-0,9780409902860,Bubble Wake Dynamics in Liquids and Liquid–Solid Suspensions,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409902860,Book,Butterworth-Heinemann
978-0-409-90272-3,9780409902723,Environmental Pollution and Control (Third Edition),,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409902723,Book,Butterworth-Heinemann
978-0-409-90136-8,9780409901368,The Shell Process Control Workshop,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780409901368,Book,Butterworth-Heinemann
978-0-409-90254-9,9780409902549,Introductory Systems Analysis for Process Engineers,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409902549,Book,Newnes
978-0-407-00056-8,9780407000568,Amnesia (Second Edition),,,,,1977,2013/11/17,https://www.sciencedirect.com/science/book/9780407000568,Book,Butterworth-Heinemann
978-0-409-90222-8,9780409902228,Biotechnology and Food Quality,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780409902228,Book,Butterworth-Heinemann
978-0-409-90221-1,9780409902211,Elementary Chemical Reactor Analysis,,,,Butterworths Series in Chemical Engineering,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780409902211,Book,Butterworth-Heinemann
978-0-409-90199-3,9780409901993,Assessing Ecological Risks of Biotechnology,,,,,1991,2013/11/17,https://www.sciencedirect.com/science/book/9780409901993,Book,Butterworth-Heinemann
978-0-409-90192-4,9780409901924,Biotechnology in Pulp and Paper Manufacture,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409901924,Book,Butterworth-Heinemann
978-0-409-90186-3,9780409901863,The Second Shell Process Control Workshop,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409901863,Book,Butterworth-Heinemann
978-0-409-90183-2,9780409901832,New Directions in Sorption Technology,,,,,1989,2013/11/17,https://www.sciencedirect.com/science/book/9780409901832,Book,Butterworth-Heinemann
978-0-407-00033-9,9780407000339,Histochemical Techniques (Second Edition),,,,,1975,2013/11/17,https://www.sciencedirect.com/science/book/9780407000339,Book,Butterworth-Heinemann
978-0-409-90261-7,9780409902617,Gas Monitoring and Pulse Oximetry,,,,,1990,2013/11/17,https://www.sciencedirect.com/science/book/9780409902617,Book,Butterworth-Heinemann
978-0-409-80159-0,9780409801590,Corrections in Canada (Second Edition),,,,,1988,2013/11/17,https://www.sciencedirect.com/science/book/9780409801590,Book,Butterworth-Heinemann
978-0-409-84758-1,9780409847581,Urban Sociology in Canada,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780409847581,Book,Butterworth-Heinemann
978-0-409-90008-8,9780409900088,Topographic Mapping of Brain Electrical Activity,,,,,1986,2013/11/17,https://www.sciencedirect.com/science/book/9780409900088,Book,Butterworth-Heinemann
978-0-409-81362-3,9780409813623,An Introduction to Structural Analysis,,,,,1982,2013/11/17,https://www.sciencedirect.com/science/book/9780409813623,Book,Butterworth-Heinemann
978-0-409-89946-7,9780409899467,Economic Analysis & Canadian Policy (Seventh Edition): Study Guide,,,,,1992,2013/11/17,https://www.sciencedirect.com/science/book/9780409899467,Book,Butterworth-Heinemann
978-0-409-80522-2,9780409805222,Institutionalization of the Elderly in Canada,,,,Butterworths Perspectives on Individual and Population Aging Series,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780409805222,Book,Butterworth-Heinemann
978-0-409-90004-0,9780409900040,Gas Separation by Adsorption Processes,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780409900040,Book,Butterworth-Heinemann
978-0-409-90021-7,9780409900217,High-Resolution Electrophoresis and Immunofixation,,,,,1987,2013/11/17,https://www.sciencedirect.com/science/book/9780409900217,Book,Butterworth-Heinemann
